Scheduler,QPS,Arrived,Done,TTFT_Avg,TBT_Avg,RTS_P95
hybrid_r0.10,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640291,24.409955916872615
hybrid_r0.20,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640291,24.409955916872615
hybrid_r0.30,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640291,24.409955916872615
hybrid_r0.40,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640292,24.409955916872615
hybrid_r0.50,1.9540667868113144,2005.06,2005.06,0.1607519068898878,0.04428962433640291,24.40995591687262
hybrid_r0.60,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640292,24.40995591687262
hybrid_r0.70,1.9540667868113148,2005.06,2005.06,0.1607519068898878,0.04428962433640292,24.409955916872615
hybrid_r0.80,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640292,24.409955916872622
hybrid_r0.90,1.9540667868113146,2005.06,2005.06,0.1607519068898878,0.04428962433640292,24.409955916872615
