scheduler,t_max,throughput_qps,n_arrived,n_completed,mean_ttft,mean_tbt,mean_rts,p95_ttft,p95_tbt,p95_rts
decode_prioritizing,50.0,1.8318274974090716,98.59,98.59,2.1543212870920216,0.012971068439839055,4.184834562630645,3.925402426121083,0.015300890625000323,6.832756903791443
decode_prioritizing,100.0,1.9382628608003654,200.93,200.93,2.1868634836590735,0.013156756067861484,4.24020639284984,4.013288714889988,0.015469769531250505,6.9944330080854
decode_prioritizing,150.0,1.9403929939467566,298.32,298.32,2.2176917133447387,0.013148017248609301,4.2622939836751295,4.066166745709038,0.01551244335937542,7.001438155844491
decode_prioritizing,200.0,1.9813103902562272,403.05,403.05,2.2451814546292423,0.013225515091862068,4.309066593563281,4.119943754722134,0.015682031249999007,7.085331012716061
decode_prioritizing,250.0,1.9754083514634515,501.68,501.68,2.2328033125883753,0.013206073175141492,4.303427378015097,4.099436308292919,0.015694236328123546,7.081338638769687
decode_prioritizing,300.0,1.9884015406800044,603.75,603.75,2.2466651791395864,0.013225880839429318,4.301286919876963,4.132134586163278,0.01575181933593692,7.101857305874239
decode_prioritizing,350.0,1.9852530245744746,702.67,702.67,2.236880204885792,0.01320626061747398,4.294711643659776,4.08983760044735,0.015642984374999877,7.067689373884893
decode_prioritizing,400.0,1.9764914394493542,797.95,797.95,2.2458796916503245,0.013202907131965242,4.298772801272499,4.096713892838683,0.01563161132812472,7.07969112349573
decode_prioritizing,450.0,1.9894612778771568,902.48,902.48,2.238071858493514,0.013223128279618392,4.292675935386439,4.099007313636773,0.015699498046876367,7.069814605594397
decode_prioritizing,500.0,1.975188531779651,994.89,994.89,2.2330255684740896,0.013187534696896017,4.2810527695305325,4.079167812367054,0.015645527343749452,7.045609523527021
decode_prioritizing,550.0,1.9891714267789464,1101.16,1101.16,2.2438300780835494,0.013210143203338541,4.3024611456792625,4.087153872425924,0.01564331835937371,7.072791394672388
decode_prioritizing,600.0,1.9851497342905429,1198.4,1198.4,2.2392165715119265,0.013205176167393496,4.297072306320257,4.083702489146425,0.015610239257810259,7.0590080423056785
decode_prioritizing,650.0,1.987978915745249,1299.54,1299.54,2.2479951018760898,0.013213120432155627,4.310113541632026,4.101629113916713,0.015642949218747298,7.085359642394368
decode_prioritizing,700.0,1.9942059582742981,1403.35,1403.35,2.249243490122817,0.013228999760806586,4.309375076407415,4.116044903287581,0.0156738369140502,7.091026124247187
decode_prioritizing,750.0,1.9919619040284362,1501.51,1501.51,2.245984474343336,0.013219435243027095,4.309016020573722,4.104322036813095,0.015627046874990266,7.09386344858936
decode_prioritizing,800.0,1.98342495918998,1594.16,1594.16,2.247326398850666,0.013206344082418085,4.306087833809152,4.114398203206372,0.015691910156239275,7.086701693282436
decode_prioritizing,850.0,1.999488234831037,1707.0,1707.0,2.2526045623348887,0.013233920789806841,4.318538539525007,4.125223858417607,0.015677367187491176,7.114014054712501
decode_prioritizing,900.0,1.993903020073352,1801.81,1801.81,2.252318573447508,0.013226848888074648,4.310486536858887,4.126536702914635,0.01568448046873481,7.10525848220936
decode_prioritizing,950.0,2.0054903776889903,1912.56,1912.56,2.253942941482086,0.01324699124481616,4.315306800906644,4.112581767521867,0.015695165039051096,7.1004094916050065
decode_prioritizing,1000.0,1.9889484574441416,1996.08,1996.08,2.242540484839692,0.013213358740125622,4.304881231177709,4.091881666447907,0.01564242187498655,7.078982970342015
decode_prioritizing,1050.0,1.9935560255683784,2100.36,2100.36,2.248520109224574,0.01322418267383622,4.311309849204308,4.099613133883566,0.015677279296864337,7.085841550129564
decode_prioritizing,1100.0,1.9915111666755414,2198.11,2198.11,2.2490642616336443,0.013218322665516851,4.306539384879681,4.1018493326291185,0.015699878906236954,7.071304171613348
decode_prioritizing,1150.0,1.9911690830459947,2297.67,2297.67,2.2408910982878343,0.013218073303645552,4.297939941901583,4.098342853623433,0.015667382812487255,7.08023141651553
decode_prioritizing,1200.0,2.0009288609908378,2408.4,2408.4,2.258965059418189,0.013246168024869134,4.327704192467704,4.138548600844443,0.015704847656243585,7.12477482648399
decode_prioritizing,1250.0,1.997152072515613,2504.06,2504.06,2.245771529971639,0.013228326018284348,4.306218275886586,4.111743765622033,0.015720093749992295,7.100051080375988
decode_prioritizing,1300.0,2.000643021123378,2608.36,2608.36,2.24812045601119,0.01323343461613879,4.310762986829087,4.104643575825928,0.01568788183593177,7.094841890945242
decode_prioritizing,1350.0,1.9937671174934102,2698.83,2698.83,2.2479850134155566,0.013216870921362235,4.30996583285248,4.106636308404338,0.015664511718745392,7.090460595515153
decode_prioritizing,1400.0,1.996143762904692,2801.87,2801.87,2.2488209443458853,0.013220945430933724,4.307296652170863,4.1138759242422385,0.015684667968743876,7.097069479535553
decode_prioritizing,1450.0,2.0024632084737095,2910.84,2910.84,2.254671963927861,0.013234823364963132,4.3189200494039675,4.126957918240408,0.015662162109377507,7.121820248137615
decode_prioritizing,1500.0,1.9938491014625384,2997.72,2997.72,2.25041502327615,0.01321666588784534,4.308755844738458,4.104629835906922,0.015650671874998755,7.086951999448571
decode_prioritizing,1550.0,1.9951922817861905,3099.99,3099.99,2.2469609464213103,0.01322135109276885,4.308465791373023,4.100512904090115,0.015659765625000932,7.094382076298366
decode_prioritizing,1600.0,1.9977727797699945,3202.97,3202.97,2.2533659969785793,0.013231893835268228,4.317705140627055,4.1165694106496,0.015722156250003453,7.10626809976424
decode_prioritizing,1650.0,2.0006120488579446,3308.44,3308.44,2.256416495706875,0.013230381955870984,4.318454408627628,4.1139603902663575,0.015690679687501798,7.1008845100641285
