Scheduler,QPS,Arrived,Done,TTFT_Avg,TBT_Avg,RTS_P95
decode_prioritizing,2.000260519044179,10008.75,10008.75,2.251726530012422,0.013231548123495689,7.098535010193938
prefill_prioritizing,2.0010910156540938,10008.75,10008.75,0.1051123786521446,0.014800887790140705,4.639809565244304
hybrid,2.0010998845355203,10008.75,10008.75,0.10210201096749215,0.014255779218820963,4.408088866348171
