scheduler,t_max,throughput_qps,n_arrived,n_completed,mean_ttft,mean_tbt,mean_rts,p95_ttft,p95_tbt,p95_rts
hybrid_r0.10,20.0,0.8772139796235234,38.84,38.84,0.15991387754998318,0.04426455816695367,8.10367976003406,0.32737078592954205,0.0456149354297971,22.963640491201865
hybrid_r0.10,40.0,1.2288530391498709,78.66,78.66,0.1634601018366488,0.044276568776423844,8.319412899365753,0.33228392698737336,0.04575756772400223,24.009230321902052
hybrid_r0.10,60.0,1.394734886327729,119.78,119.78,0.1612700379364551,0.04438380064554033,8.382506087427545,0.3426827396756228,0.0457665397524772,24.207670922266853
hybrid_r0.10,80.0,1.5477385537087744,159.32,159.32,0.16086932996655767,0.044366866937714154,8.200922948703301,0.32412583311189863,0.04573549910312988,24.050943502801776
hybrid_r0.10,100.0,1.5781468708611441,201.08,201.08,0.16132568085316554,0.0443117643448997,8.345937759887986,0.3340310040158687,0.04575106324134414,24.748813280656847
hybrid_r0.10,120.0,1.6476781597464298,237.64,237.64,0.1652640192176077,0.04435526436194677,8.196485098124171,0.34066381951110025,0.04589652518331173,24.433973796403478
hybrid_r0.10,140.0,1.6889228697901684,278.66,278.66,0.15978375419868832,0.04429230239337446,8.142247135742046,0.3301035989165548,0.04569238431873189,24.132265711404283
hybrid_r0.10,160.0,1.6913292279833274,313.4,313.4,0.16124791151899964,0.04432117082077376,8.221983298231978,0.3340785291075808,0.04579119459525323,24.361204321076816
hybrid_r0.10,180.0,1.749030654446618,357.3,357.3,0.16052572246437702,0.044326648948426264,8.187702551662912,0.331138335240583,0.045772671436195636,24.35076008006295
hybrid_r0.10,200.0,1.7735748114511758,397.66,397.66,0.15968867563599531,0.044278888941630366,8.20272839867427,0.33031725045189936,0.045742810736195745,24.189375483875132
hybrid_r0.10,220.0,1.8054414012830682,442.44,442.44,0.15866973623135502,0.04425663148727374,8.219518922398999,0.32355073247072114,0.04570447118770844,24.261171395358573
hybrid_r0.10,240.0,1.8052618523877713,481.06,481.06,0.16142796686684913,0.04431151756818658,8.268741469176062,0.337181409724349,0.045785644174743574,24.347645499237338
hybrid_r0.10,260.0,1.816134695054658,519.48,519.48,0.16149980825724936,0.0443120323478653,8.237391864767295,0.33172469111005426,0.04578869815755903,24.325262300757114
hybrid_r0.10,280.0,1.8570862422567203,564.1,564.1,0.16100111193633976,0.04429265412450222,8.21512156452422,0.337145944654482,0.04575062635442017,24.307789545220444
hybrid_r0.10,300.0,1.8468898318422193,597.66,597.66,0.16298307813169768,0.044315402599684035,8.25420623775233,0.33356281271045046,0.045855386210972154,24.453532513104133
hybrid_r0.10,320.0,1.8669130128059777,646.42,646.42,0.16221164608716707,0.044334815496309285,8.337977767083386,0.3353428400564669,0.045814464128399075,24.7258933021409
hybrid_r0.10,340.0,1.8588569688551766,684.02,684.02,0.16003331282819688,0.04428051474613774,8.190647304935645,0.3330167456989342,0.045747350245882216,24.285588191065475
hybrid_r0.10,360.0,1.8808739671759798,724.4,724.4,0.16137001281800198,0.044296717067211396,8.223711034582388,0.3340224858587959,0.04576109980317402,24.21469300820589
hybrid_r0.10,380.0,1.861402792754859,756.02,756.02,0.16079391378712618,0.04429522978665968,8.292605623587745,0.33444303476125226,0.045731418180582954,24.660344655974544
hybrid_r0.10,400.0,1.8811445673370115,800.96,800.96,0.1612554933024189,0.044314839075767,8.234812628837965,0.3324389104547065,0.04576386574484787,24.526102344802016
hybrid_r0.10,420.0,1.8797152318232546,837.92,837.92,0.16181749949861998,0.044324747150860676,8.207741305837324,0.3379628207468543,0.0457543788771423,24.252507132222636
hybrid_r0.10,440.0,1.889000203788964,873.62,873.62,0.15897714201641944,0.04430174500050958,8.263319242127467,0.33015572281523303,0.045736083716889704,24.60903691209795
hybrid_r0.10,460.0,1.9019049779154134,922.72,922.72,0.15980912106139158,0.04427871488924025,8.180160123081329,0.3327762192626635,0.04574380762550577,24.337660023395348
hybrid_r0.10,480.0,1.9001772983541523,959.62,959.62,0.16025470894875501,0.04426163562798962,8.253205216989258,0.3347403505643702,0.045746069421167226,24.284818780738373
hybrid_r0.10,500.0,1.9220145075443233,1010.52,1010.52,0.1612537961662261,0.04427494782398615,8.292193679215575,0.3350642756322851,0.04573356782679161,24.698901786558782
hybrid_r0.10,520.0,1.9149571122981686,1042.52,1042.52,0.1606755075050796,0.044284194225397366,8.184226535411003,0.3321197690028335,0.045738650879856575,24.569381553069746
hybrid_r0.10,540.0,1.9199488328048337,1085.34,1085.34,0.16029996324414408,0.044317436983411757,8.276460308495874,0.33372212840695253,0.04576379140875522,24.56418650006162
hybrid_r0.10,560.0,1.911880506798587,1121.32,1121.32,0.16133872217498596,0.04432029200366535,8.272278590903955,0.3373100917680565,0.04578122126365731,24.46539470382793
hybrid_r0.10,580.0,1.9270805476351471,1168.06,1168.06,0.1607944985678732,0.044279008995168796,8.234146937425537,0.3343941587575375,0.04574123392228186,24.378917850122434
hybrid_r0.10,600.0,1.925964836224054,1203.78,1203.78,0.16076417332175214,0.04428085386370051,8.199455809292932,0.334985229100371,0.04576579480575241,24.255455884289496
hybrid_r0.10,620.0,1.9303727090474943,1243.1,1243.1,0.16109323347716611,0.044301047609613675,8.218557255908998,0.3360581083911235,0.04577447022687919,24.40391080332459
hybrid_r0.10,640.0,1.9186183442444764,1275.06,1275.06,0.16114100291048675,0.04429179867241413,8.225301435230357,0.3366675438987248,0.04574581486065825,24.418373940966802
hybrid_r0.10,660.0,1.925547228084549,1314.84,1314.84,0.15923407219191973,0.04430709630652255,8.18345408386206,0.32907728043517226,0.04571558070905739,24.07227488323391
hybrid_r0.10,680.0,1.9239614700195105,1357.52,1357.52,0.16168353665270455,0.044315243636983324,8.248440445723928,0.3362619053582581,0.045764821733645746,24.50294592834536
hybrid_r0.10,700.0,1.9430847045938209,1413.04,1413.04,0.16056000750462077,0.04429457226055335,8.258008282945683,0.33722548805540614,0.04574915965406203,24.64075857932439
hybrid_r0.10,720.0,1.9356779054836042,1441.92,1441.92,0.16054468886224285,0.04430587522546966,8.21114395757318,0.3320998438539199,0.045735962776785356,24.434883282574756
hybrid_r0.10,740.0,1.9353207822067535,1482.5,1482.5,0.15958438549517623,0.044307451473029655,8.252335920757423,0.33050468583714326,0.045714126482104794,24.34802913374761
hybrid_r0.10,760.0,1.9402726214792272,1525.36,1525.36,0.16172198646302519,0.04428682588518005,8.19831812099995,0.33776132949381216,0.045771037872979196,24.434005260105696
hybrid_r0.10,780.0,1.937050606835602,1561.76,1561.76,0.16130147785444404,0.04431555467552029,8.226133689474231,0.3355365536820925,0.04576776457699058,24.364556954610336
hybrid_r0.10,800.0,1.9425412848141925,1605.48,1605.48,0.16007310853812537,0.04429518755879532,8.255563098316323,0.32922851601846614,0.04572111180781966,24.55411950606151
hybrid_r0.10,820.0,1.943747829723553,1643.62,1643.62,0.15959723987910793,0.04426821850358551,8.238336675252112,0.3292740918891197,0.045741947446287734,24.349635962206253
hybrid_r0.10,840.0,1.9424100709074472,1676.4,1676.4,0.16024600432397537,0.04429815022884724,8.244042906005383,0.3304424408844631,0.04572792982113917,24.44313817939798
hybrid_r0.10,860.0,1.9481099313928067,1723.02,1723.02,0.1616096694481204,0.04428428717628973,8.231180528397376,0.33829160691426163,0.04575720396577409,24.546768880331754
hybrid_r0.10,880.0,1.9502169744195856,1765.34,1765.34,0.16108572554744277,0.04429317183469052,8.260362811508653,0.3360244619187424,0.045733121610272216,24.43283833135458
hybrid_r0.10,900.0,1.9432029859266091,1798.98,1798.98,0.15962079936508,0.044314132943185924,8.224107833364645,0.3293455609568597,0.045728147622689036,24.305243559625918
hybrid_r0.10,920.0,1.9606067134263652,1850.32,1850.32,0.16004239601138973,0.04429615317654245,8.230927496319998,0.3307246276755946,0.04572395913704643,24.44145968489684
hybrid_r0.10,940.0,1.9397262361743801,1871.0,1871.0,0.1617206615571985,0.04429690730086722,8.173811429755151,0.3369499897606218,0.045738663571504405,24.306049386941996
hybrid_r0.10,960.0,1.95777792381074,1922.4,1922.4,0.16055801175206075,0.044309081006804835,8.264643669219211,0.3334376138790182,0.04575086573587546,24.46617386406214
