Scheduler,QPS,Arrived,Done,TTFT_Avg,TBT_Avg,RTS_P95
decode_prioritizing,0.7954703625293188,10017.27,10017.27,3713.202330323839,0.044235408632962894,7125.981235920513
prefill_prioritizing,1.9927940339651764,10017.27,10017.27,0.23656155128580925,0.05419061944603519,30.07025770686412
hybrid,1.9934779278874248,10017.27,10017.27,0.17442921666001862,0.0452381952612601,24.97985485937153
